"","node","feature ID","degree","betweenness","closeness","data_type","community","Domain","Phylum","Class","Order","Family","Genus","Species","mean_abundance","mean_abundance_ranking"
"197",206,"6128800ae96989a17446726ab6982e4b",4,0.00084338647933799,0.275935828877005,"Microbial Taxa",2,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Veillonellaceae","g__Selenomonas_3","s__Selenomonas_3_unclassified",0.000218828071170114,196
"198",207,"59cc90e99bf5580d51f2c8e605cd6982",1,0,0.252199413489736,"Microbial Taxa",2,"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__Candidatus_Saccharimonas","s__Candidatus_Saccharimonas_unclassified",0.000193322625804352,204
"199",208,"0fb003ddc15b2dbc58fdc3ca20ba7f18",4,0.00014475086451861,0.29553264604811,"Microbial Taxa",4,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Capnocytophaga","s__Capnocytophaga_unclassified",0.000217663362045618,197
"200",209,"fa39e980ed9f6b6f5aa21fe5505391ad",6,0.00064505386057537,0.267080745341615,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Filifactor","s__uncultured_Filifactor_sp.",0.000197072576594445,200
"201",210,"fe9bbf6e2e4ff2eb7db1ac748d05af4a",7,0.00332578456343252,0.32741116751269,"Microbial Taxa",1,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_unclassified",0.00018664470901578,206
"202",211,"f3017163a4efcd8a98efbcdeac72f5d6",5,0.00029907201151002,0.309723889555822,"Microbial Taxa",3,"d__Bacteria","p__Epsilonbacteraeota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__Campylobacter_unclassified",0.000223554797135015,195
"203",212,"bf0b35125fbb60d017c2a9f374777c16",5,0.0007372068614956,0.281967213114754,"Microbial Taxa",5,"d__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__Fusobacterium_unclassified",0.000195630430166471,202
"204",213,"829c079b51ae4014f1e6ad295be7c3d0",4,0.00136355883413057,0.327827191867853,"Microbial Taxa",3,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella_7","s__Prevotella_7_unclassified",0.000207412792287206,198
"205",214,"bbd88e11fff3c142f9c38c66cc1e8a47",11,0.00606673781119121,0.33419689119171,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Solobacterium","s__Solobacterium_moorei",0.000187432620891776,205
"206",215,"c3b2f7b2f81f8e1c3f26168bd52865ef",14,0.0179939431124494,0.352459016393443,"Microbial Taxa",1,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__uncultured_Streptococcus_sp.",0.000196748032042206,201
"207",216,"bce71cf56c53dd06383c00d57fb4bea1",6,0.00769211136626625,0.29553264604811,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__uncultured_Lactobacillus_sp.",0.000172247681145262,208
"208",217,"39afceb9b3a69428d9b836f6cdf37b41",5,0.00171640518661969,0.305325443786982,"Microbial Taxa",3,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_longum",0.000153935780533086,210
"209",218,"8ca0f1209f8afa64241fe44460f78b90",8,0.00647528773316945,0.329501915708812,"Microbial Taxa",4,"d__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia_unclassified",0.00015916333286216,209
"210",219,"10ad1fff4332a0f979c90aabc7c625b5",13,0.0109000432174869,0.326996197718631,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Veillonellaceae","g__Dialister","s__Dialister_unclassified",0.000184709304623809,207
"211",220,"3ad79a953c044f35e83c9c1d1c1388ff",7,0.00593993608659508,0.323308270676692,"Microbial Taxa",4,"d__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__uncultured_Leptotrichia_sp.",0.000142726811299745,212
"212",221,"1176d3a33a6a8d270e2e66515ec714c1",9,0.00319923139679422,0.316176470588235,"Microbial Taxa",5,"d__Bacteria","p__Epsilonbacteraeota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__Campylobacter_unclassified",0.000132569061630694,213
"213",223,"e88f240b23f0455003715a18cb18e83f",19,0.0228674758530177,0.339920948616601,"Microbial Taxa",5,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__Tannerella_forsythia",0.000142868947538003,211
"214",225,"2457188c02b21b4e228c436873a15b5a",8,0.00353434632856521,0.251707317073171,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__Blautia_unclassified",0.000108643837386651,220
"215",226,"6d5b8fcf3f8b02d519d22d1dde308864",2,0,0.215538847117794,"Microbial Taxa",5,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","s__Haemophilus_haemolyticus",0.000120500809276168,216
"216",227,"0f065fe134651d4767d6ba234023297f",8,0.00316920982425546,0.315403422982885,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Veillonellaceae","g__Anaeroglobus","s__Anaeroglobus_unclassified",0.000127880765876127,214
"217",228,"56f31fb6c553344ca8ae6289069b5c04",6,0.00164765395274504,0.27831715210356,"Microbial Taxa",5,"d__Bacteria","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema_2","s__Treponema_2_unclassified",0.000124666879406413,215
"218",229,"fe3d2bc6a096837aee5bbb2b5702cc3c",3,0.00050922701611287,0.264887063655031,"Microbial Taxa",4,"d__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__Leptotrichiaceae","g__Leptotrichia","s__Leptotrichia_hofstadii",0.000102399988943531,222
"219",230,"849dc01b6abfb247e86ec872da1110c7",8,0.00416572008559156,0.308982035928144,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Family_XIII","g__Eubacterium]_brachy_group","s__Eubacterium]_brachy_group_unclassified",0.000117699406401507,218
"220",231,"4184f0ad9703a19a9ede6ef03fc790a8",2,0.00104822455529695,0.24618320610687,"Microbial Taxa",1,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Alloprevotella","s__Alloprevotella_unclassified",0.000118819754210417,217
"221",232,"a3e5ed4f236ccc0603c2f0bb49cf6883",4,0.00074700363728759,0.242709313264346,"Microbial Taxa",7,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_sp._126",9.08006406028921e-05,225
"222",233,"c8e7d5fe802f8928e7ee88332eb5cc48",10,0.00398676696495247,0.317733990147783,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_constellatus",9.43568387443271e-05,224
"223",234,"2c4ae9bfeb0bf7ac94e398116ce904e5",9,0.00915532896069701,0.333333333333333,"Microbial Taxa",4,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus","s__Haemophilus_parainfluenzae",0.000103661017243623,221
"224",235,"ca0eb1b092edeff01cc3c9892bc63d42",6,0.0058160393344449,0.245948522402288,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Faecalibacterium","s__Faecalibacterium_unclassified",8.7392392475254e-05,227
"225",236,"d80aa06ab0d5080c492fee175b079c22",7,0.0133342677125419,0.324528301886792,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Veillonellaceae","g__Selenomonas","s__Selenomonas_unclassified",0.000115661329803139,219
"226",237,"9cd11dbdbec66be3ea780d34d0202989",10,0.00676952733527754,0.325757575757576,"Microbial Taxa",5,"d__Bacteria","p__Epsilonbacteraeota","c__Campylobacteria","o__Campylobacterales","f__Campylobacteraceae","g__Campylobacter","s__Campylobacter_unclassified",9.83761066539925e-05,223
"227",238,"ad68c9bcf7d7440cd14ff404c6aea1f4",4,0.00046451088531926,0.314250913520097,"Microbial Taxa",4,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Tannerella","s__uncultured_Tannerella_sp.",8.75131689787972e-05,226
"228",239,"b93a610c55e4194d49896d670a96cfdb",6,0.00483312384035403,0.314250913520097,"Microbial Taxa",4,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Betaproteobacteriales","f__Neisseriaceae","g__Eikenella","s__Eikenella_unclassified",8.45133623116097e-05,229
"229",240,"524a17d42fa73d8f179557958a30fab5",8,0.00410328425040727,0.329501915708812,"Microbial Taxa",3,"d__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__Cryptobacterium","s__Cryptobacterium_unclassified",7.89871769611171e-05,232
"230",241,"e4e8386dcd0d9f9ea7340c973c0deda8",12,0.010075831262133,0.32741116751269,"Microbial Taxa",5,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Scardovia","s__Scardovia_wiggsiae",8.51925678569681e-05,228
"231",242,"658f8e759ac7c72aa33a047b2ea59e41",5,0.00093359996476898,0.242709313264346,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Agathobacter","s__Agathobacter_unclassified",5.97758462292142e-05,239
"232",243,"021e0c22e9939841b74bbf401204ea0f",7,0.0124607161834203,0.319702602230483,"Microbial Taxa",1,"d__Bacteria","p__Bacteroidetes","c__Bacteroidetes_unclassified","o__Bacteroidetes_unclassified","f__Bacteroidetes_unclassified","g__Bacteroidetes_unclassified","s__Bacteroidetes_unclassified",7.98576278945647e-05,230
"233",244,"4d09778075c80bdf862fc8eb4bb9dc6a",7,0.00704706404083079,0.317343173431734,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Selenomonadales","f__Veillonellaceae","g__Selenomonas","s__Selenomonas_unclassified",7.91334006148994e-05,231
"234",245,"b2dc50a2d749f75db4450f3e5471af1e",7,0.00683442159155669,0.32089552238806,"Microbial Taxa",4,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Cardiobacteriales","f__Cardiobacteriaceae","g__Cardiobacterium","s__Cardiobacterium_hominis",6.94019957231663e-05,235
"235",246,"6ccd9cd46cc4309ecc7da6ed943250ef",9,0.00365450363342534,0.322903629536921,"Microbial Taxa",4,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Paludibacteraceae","g__F0058","s__F0058_unclassified",7.321851381808e-05,233
"236",247,"c3282b97a0aaf1a99a59038a752d363b",7,0.00272375417960882,0.312348668280872,"Microbial Taxa",3,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Peptostreptococcus","s__uncultured_Peptostreptococcus_sp.",7.03171538438983e-05,234
"237",248,"a41b72842290a9e865efc83d63ad2818",11,0.00959722347658329,0.344,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_thermophilus",6.64038750961337e-05,236
"238",249,"ae7d8efb06e9c0ad71820823c3089849",5,0.00096648131347852,0.242253521126761,"Microbial Taxa",7,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_longum",5.52644764128512e-05,241
"239",250,"ae92751ce0103cf1fe77dd7f219da00c",6,0.0022558700888378,0.248076923076923,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__Romboutsia","s__Romboutsia_unclassified",6.12548402518534e-05,238
"240",251,"22632c954ef155ebb0c3d54d46fac742",7,0.0146693855191769,0.281352235550709,"Microbial Taxa",7,"d__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__Collinsella_unclassified",5.50817906469828e-05,242
"241",252,"9990f6b6afa00f3fd8a3be5b9bfdd594",6,0.0046622110145782,0.309352517985612,"Microbial Taxa",5,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__F0332","s__F0332_unclassified",6.44617223397469e-05,237
"242",253,"2257d58ebb22a4168da71744993d1ce9",5,0.00156670996013274,0.230769230769231,"Microbial Taxa",7,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_adolescentis",5.48670220443803e-05,243
"243",254,"924b48cf897bb4394fda7e027a079c54",4,0.0002125456527328,0.211475409836066,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Erysipelotrichaceae_UCG-003","s__Erysipelotrichaceae_UCG-003_unclassified",5.52714554914304e-05,240
"244",255,"c5d66b73d147dd06735e6c1ea90b917a",14,0.0107904408478663,0.35054347826087,"Microbial Taxa",3,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Alloscardovia","s__Alloscardovia_unclassified",5.23113578251032e-05,244
"245",256,"d7b30508190defbe893f5d4a55402849",5,0.0035962970735543,0.288268156424581,"Microbial Taxa",1,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_mitis",5.00492854083182e-05,246
"246",257,"148f63b90c422d5ae5651daa00e85ccf",10,0.00379169533039927,0.329501915708812,"Microbial Taxa",3,"d__Bacteria","p__Spirochaetes","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema_2","s__Treponema_2_unclassified",5.17939778502956e-05,245
"247",258,"d7463dce1ab4db9cf8f134047723bc85",6,0.00334894272961921,0.246418338108883,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Ruminococcus]_gnavus_group","s__Ruminococcus]_gnavus_group_unclassified",4.13332874552456e-05,247
"248",259,"4b38473099dc5f18b73be535e282921a",4,0.00201902217848714,0.274468085106383,"Microbial Taxa",1,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__Lactobacillus_unclassified",3.12355298168187e-05,252
"249",260,"d19ab2da6d1911ba05ed76a5c6860a09",14,0.0146009477663348,0.342175066312997,"Microbial Taxa",5,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Oribacterium","s__uncultured_Oribacterium_sp.",3.53863217972297e-05,249
"250",261,"7fd3420fd3b2570ca11ba7ef289f3941",10,0.0195872783876143,0.340369393139842,"Microbial Taxa",5,"d__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella","s__uncultured_Prevotella_sp.",3.84408062803364e-05,248
"251",262,"0ea4f8f318c2e76d98c05182c60df829",7,0.00162987009949793,0.289887640449438,"Microbial Taxa",5,"d__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__F0332","s__F0332_unclassified",3.04615054504004e-05,253
"252",263,"30741c055202bb794d3a1e6cebad074d",3,0.00338685947425236,0.264887063655031,"Microbial Taxa",2,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Family_XIII","g__Mogibacterium","s__Mogibacterium_unclassified",3.18992538245737e-05,251
"253",264,"593922732ae599553b9364f3d214070c",2,0.00045391260499286,0.262996941896024,"Microbial Taxa",2,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Betaproteobacteriales","f__Burkholderiaceae","g__Curvibacter","s__Curvibacter_unclassified",3.41868941409714e-05,250
"254",265,"46607f7aede9c897a3237799bc8939a5",6,0.0140429074751248,0.292517006802721,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Subdoligranulum","s__Subdoligranulum_unclassified",2.04170855029707e-05,254
"255",266,"76e72d858816572f535b6f50a10f4073",7,0.0158756279716259,0.287305122494432,"Microbial Taxa",7,"d__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Subdoligranulum","s__Subdoligranulum_unclassified",1.75635622228769e-05,255
"256",267,"9e20a235c547acc52759d1b7c6e32662",4,0.00309117148320753,0.291525423728814,"Microbial Taxa",2,"d__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__uncultured_Bilophila_sp.",1.56890457606926e-05,256
"257",288,NA,1,0,0.245247148288973,"CpG Site",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",301,NA,2,0.00091522076314407,0.308243727598566,"CpG Site",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",315,NA,1,0,0.269592476489028,"CpG Site",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",337,NA,1,0,0.233484162895928,"CpG Site",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",342,NA,2,0,0.269874476987448,"CpG Site",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
